"Fechas";"Cadena";"Código SAP POS";"Región";"Comuna";"Local";"Online/Offline";"División";"Valores PVP c/IVA"
"Febrero 2024";"Cruz Verde";"3399280";"13 - Metropolitana de Santiago";"Lo Prado";"0234 Cruz Verde - Av. San Pablo 6256, Lo Prado";"Offline";"Lifestyle";"1.436.112,230000"
"Noviembre 2024";"Ahumada";"3399722";"05 - Valparaíso";"San Felipe";"149 Ahumada - Prat 798, San Felipe";"Offline";"Lifestyle";"440.799,800000"
"Diciembre 2024";"Ahumada";"3411406";"13 - Metropolitana de Santiago";"Puente Alto";"422 Ahumada - Av. Concha y Toro 1149, Puente Alto";"Offline";"Lifestyle";"796.181,400000"
"Noviembre 2024";"Ahumada";"3411471";"13 - Metropolitana de Santiago";"La Florida";"395 Ahumada - Av. Vicuña Mackenna 7196, La Florida";"Offline";"Lifestyle";"558.478,900000"
"Noviembre 2024";"Ahumada";"3399591";"11 - Aysén del General Carlos Ibañez del Campo";"Coyhaique";"330 Ahumada - Francisco Bilbao 303, Coyhaique";"Offline";"Lifestyle";"379.383,900000"
"Diciembre 2024";"Ahumada";"3411510";"13 - Metropolitana de Santiago";"La Florida";"394 Ahumada - Froilan Roa 7107, La Florida";"Offline";"Lifestyle";"650.858,600000"
"Noviembre 2024";"Ahumada";"3399555";"04 - Coquimbo";"Ovalle";"136 Ahumada - Av. Vicuña Mackenna 72-90, Ovalle";"Offline";"Lifestyle";"662.937,100000"
"Agosto 2024";"Ahumada";"3399595";"13 - Metropolitana de Santiago";"Maipú";"348 Ahumada - Alfredo Silva Carvallo 1415, Maipú";"Offline";"Lifestyle";"678.787,900000"
"Agosto 2024";"Ahumada";"3399719";"02 - Antofagasta";"Antofagasta";"617 Ahumada - Calle Iquique 5201, Antofagasta";"Offline";"Lifestyle";"604.972,200000"
"Agosto 2024";"Ahumada";"3399599";"13 - Metropolitana de Santiago";"Quilicura";"390 Ahumada - Av. OHiggins 314, Quilicura";"Offline";"Lifestyle";"662.175,500000"
"Enero 2024";"Ahumada";"3411577";"06 - Libertador General Bernardo OHiggins";"Rancagua";"476 Ahumada - Av. Carretera El Cobre 1002, Rancagua";"Offline";"Lifestyle";"125.186,810000"
"Abril 2024";"Ahumada";"3399560";"06 - Libertador General Bernardo OHiggins";"Rancagua";"162 Ahumada - Carretera El Cobre 759, Rancagua";"Offline";"Lifestyle";"958.116,600000"
"Abril 2024";"Ahumada";"3399566";"07 - Maule";"Linares";"171 Ahumada - Independencia 535, Linares";"Offline";"Lifestyle";"438.955,300000"
"Enero 2024";"Ahumada";"3399591";"11 - Aysén del General Carlos Ibañez del Campo";"Coyhaique";"330 Ahumada - Francisco Bilbao 303, Coyhaique";"Offline";"Lifestyle";"547.010,870000"
"Diciembre 2024";"Ahumada";"3402847";"13 - Metropolitana de Santiago";"Las Condes";"011 Ahumada - Kennedy 5413, Las Condes";"Offline";"Lifestyle";"3.001.394,200000"
"Marzo 2024";"Ahumada";"3411462";"06 - Libertador General Bernardo OHiggins";"Santa Cruz";"236 Ahumada - Rafael Casanova 104, Santa Cruz";"Offline";"Lifestyle";"333.271,400000"
"Noviembre 2024";"Ahumada";"3399593";"12 - Magallanes y de la Antártica Chilena";"Natales";"367 Ahumada - Manuel Bulnes 599, Natales";"Offline";"Lifestyle";"1.041.964,000000"
"Diciembre 2024";"Ahumada";"3436207";"13 - Metropolitana de Santiago";"Santiago";"709 Ahumada - Estado 123, Santiago";"Offline";"Lifestyle";"234.251,500000"
"Marzo 2024";"Ahumada";"3411539";"09 - La Araucanía";"Pucón";"340 Ahumada - OHiggins 412, Pucón";"Offline";"Lifestyle";"199.860,500000"
"Septiembre 2024";"Ahumada";"3399590";"11 - Aysén del General Carlos Ibañez del Campo";"Aysén";"373 Ahumada - Sargento Aldea 1089, Aysén";"Offline";"Lifestyle";"768.264,000000"
"Abril 2024";"Ahumada";"3399551";"02 - Antofagasta";"Calama";"435 Ahumada - Balmaceda 3242, Calama";"Offline";"Lifestyle";"979.679,400000"
"Abril 2024";"Ahumada";"3402845";"05 - Valparaíso";"Viña del Mar";"226 Ahumada - Av. Valparaíso 720, Viña del Mar";"Offline";"Lifestyle";"535.392,900000"
"Marzo 2024";"Ahumada";"3411415";"13 - Metropolitana de Santiago";"Providencia";"203 Ahumada - Av. Francisco Bilbao 2489, Providencia";"Offline";"Lifestyle";"98.698,600000"
"Marzo 2024";"Ahumada";"3399559";"06 - Libertador General Bernardo OHiggins";"San Fernando";"163 Ahumada - Manuel Rodriguez 902, San Fernando";"Offline";"Lifestyle";"608.696,900000"
"Junio 2024";"Ahumada";"3399586";"10 - Los Lagos";"Castro";"304 Ahumada - San Martin 324, Castro";"Offline";"Lifestyle";"914.955,300000"
"Julio 2024";"Ahumada";"3399563";"07 - Maule";"Linares";"480 Ahumada - Calle Independencia 611, Linares";"Offline";"Lifestyle";"421.985,900000"
"Noviembre 2024";"Ahumada";"3402846";"05 - Valparaíso";"Viña del Mar";"141 Ahumada - Av. Valparaíso 505, Viña del Mar";"Offline";"Lifestyle";"306.734,400000"
"Mayo 2024";"Ahumada";"3399718";"05 - Valparaíso";"Concón";"623 Ahumada - Av. Manantiales 955, Concón";"Offline";"Lifestyle";"909.755,000000"
"Agosto 2024";"Ahumada";"3399566";"07 - Maule";"Linares";"171 Ahumada - Independencia 535, Linares";"Offline";"Lifestyle";"537.380,200000"
"Julio 2024";"Ahumada";"3399577";"09 - La Araucanía";"Temuco";"604 Ahumada - Barros Arana 308, Temuco";"Offline";"Lifestyle";"311.815,700000"
"Abril 2024";"Ahumada";"3399557";"05 - Valparaíso";"Villa Alemana";"159 Ahumada - Av. Valparaíso 702, Villa Alemana";"Offline";"Lifestyle";"488.459,300000"
"Diciembre 2024";"Ahumada";"3411545";"13 - Metropolitana de Santiago";"Vitacura";"296 Ahumada - Pio XI 1615, Vitacura";"Offline";"Lifestyle";"274.533,000000"
"Junio 2024";"Ahumada";"3399574";"09 - La Araucanía";"Victoria";"492 Ahumada - General Lagos 567, Victoria";"Offline";"Lifestyle";"892.131,100000"
"Abril 2024";"Ahumada";"3399588";"10 - Los Lagos";"Osorno";"213 Ahumada - Eleuterio Ramirez 981, Osorno";"Offline";"Lifestyle";"490.053,900000"
"Marzo 2024";"Ahumada";"3399609";"14 - Los Ríos";"La Unión";"312 Ahumada - Esmeralda 723, La Unión";"Offline";"Lifestyle";"976.216,500000"
"Junio 2024";"Ahumada";"3399548";"02 - Antofagasta";"Calama";"120 Ahumada - Latorre 1979, Calama";"Offline";"Lifestyle";"660.866,500000"
"Mayo 2024";"Ahumada";"3411364";"05 - Valparaíso";"Puchuncaví";"650 Ahumada - Isidro Gaete 476, Puchuncaví";"Offline";"Lifestyle";"373.648,100000"
"Noviembre 2024";"Ahumada";"3411353";"13 - Metropolitana de Santiago";"Pudahuel";"089 Ahumada - Ruta 68, Km 18.5, Pudahuel";"Offline";"Lifestyle";"527.300,900000"
"Octubre 2024";"Ahumada";"3411509";"04 - Coquimbo";"La Serena";"439 Ahumada - Francisco de Aguirre 2, La Serena";"Offline";"Lifestyle";"701.695,400000"
"Mayo 2024";"Ahumada";"3411355";"04 - Coquimbo";"La Serena";"232 Ahumada - Alberto Solari 1400, La Serena";"Offline";"Lifestyle";"522.433,800000"
"Marzo 2024";"Ahumada";"3399719";"02 - Antofagasta";"Antofagasta";"617 Ahumada - Calle Iquique 5201, Antofagasta";"Offline";"Lifestyle";"364.199,500000"
"Enero 2024";"Ahumada";"3411524";"13 - Metropolitana de Santiago";"La Reina";"597 Ahumada - Larraín 5862, La Reina";"Offline";"Lifestyle";"76.916,840000"
"Octubre 2024";"Ahumada";"3411393";"04 - Coquimbo";"La Serena";"474 Ahumada - Av. Balmaceda 2154, La Serena";"Offline";"Lifestyle";"216.829,900000"
"Septiembre 2024";"Ahumada";"3399575";"09 - La Araucanía";"Villarrica";"231 Ahumada - Camilo Henriquez 555, Villarrica";"Offline";"Lifestyle";"684.023,900000"
"Octubre 2024";"Ahumada";"3399555";"04 - Coquimbo";"Ovalle";"136 Ahumada - Av. Vicuña Mackenna 72-90, Ovalle";"Offline";"Lifestyle";"377.277,600000"
"Abril 2024";"Ahumada";"3411464";"06 - Libertador General Bernardo OHiggins";"Mostazal";"576 Ahumada - Ruta 5 Sur, Interior Shell, Mostazal";"Offline";"Lifestyle";"239.844,500000"
"Septiembre 2024";"Ahumada";"3399599";"13 - Metropolitana de Santiago";"Quilicura";"390 Ahumada - Av. OHiggins 314, Quilicura";"Offline";"Lifestyle";"809.402,300000"
"Mayo 2024";"Ahumada";"3411444";"13 - Metropolitana de Santiago";"Maipú";"421 Ahumada - Av. Pajaritos 2689, Maipú";"Offline";"Lifestyle";"135.660,000000"
"Enero 2024";"Ahumada";"3411425";"13 - Metropolitana de Santiago";"La Reina";"430 Ahumada - Av. Jorge Alessandri 1131, La Reina";"Offline";"Lifestyle";"116.251,100000"
"Marzo 2024";"Ahumada";"3411354";"08 - Biobío";"Concepción";"195 Ahumada - Irarrázaval 501, Concepción";"Offline";"Lifestyle";"175.120,400000"
"Enero 2024";"Ahumada";"3411419";"13 - Metropolitana de Santiago";"Ñuñoa";"386 Ahumada - Av. Grecia 245, Ñuñoa";"Offline";"Lifestyle";"104.794,970000"
"Septiembre 2024";"Ahumada";"3411382";"13 - Metropolitana de Santiago";"Cerrillos";"551 Ahumada - Av. Américo Vespucio 1501, Cerrillos";"Offline";"Lifestyle";"325.238,900000"
"Junio 2024";"Ahumada";"3411575";"06 - Libertador General Bernardo OHiggins";"San Vicente de Tagua Tagua";"470 Ahumada - Calle German Riesco 698, San Vicente de Tagua Tagua";"Offline";"Lifestyle";"330.855,700000"
"Septiembre 2024";"Ahumada";"3411494";"13 - Metropolitana de Santiago";"Las Condes";"358 Ahumada - Camino El Alba 11969, Las Condes";"Offline";"Lifestyle";"67.984,700000"
"Marzo 2024";"Ahumada";"3411555";"13 - Metropolitana de Santiago";"Maipú";"026 Ahumada - Ramon Freire 1790, Maipú";"Offline";"Lifestyle";"137.992,400000"
"Octubre 2024";"Ahumada";"3411459";"04 - Coquimbo";"La Serena";"585 Ahumada - Av. Regimiento Arica 61, La Serena";"Offline";"Lifestyle";"353.787,000000"
"Agosto 2024";"Ahumada";"3411498";"13 - Metropolitana de Santiago";"Colina";"092 Ahumada - Carretera Gral. San Martín 068, Colina";"Offline";"Lifestyle";"343.802,900000"
"Julio 2024";"Ahumada";"3411526";"04 - Coquimbo";"Coquimbo";"271 Ahumada - Los Álamos 580, Coquimbo";"Offline";"Lifestyle";"289.919,700000"
"Octubre 2024";"Ahumada";"No Definido";"No Definido";"No Definido";"715 Ahumada - Sin Direccion (L715-Libertad 825)";"Offline";"Lifestyle";"34.164,900000"
"Septiembre 2024";"Ahumada";"3411557";"13 - Metropolitana de Santiago";"El Bosque";"399 Ahumada - Riquelme 69, El Bosque";"Offline";"Lifestyle";"262.121,300000"
"Agosto 2024";"Ahumada";"3411459";"04 - Coquimbo";"La Serena";"585 Ahumada - Av. Regimiento Arica 61, La Serena";"Offline";"Lifestyle";"377.158,600000"
"Marzo 2024";"Ahumada";"3411372";"15 - Arica y Parinacota";"Arica";"112 Ahumada - 21 Mayo 359, Arica";"Offline";"Lifestyle";"139.539,400000"
"Junio 2024";"Ahumada";"3411391";"13 - Metropolitana de Santiago";"Las Condes";"073 Ahumada - Av. Apoquindo 4831, Las Condes";"Offline";"Lifestyle";"88.988,200000"
"Mayo 2024";"Ahumada";"3411551";"13 - Metropolitana de Santiago";"Providencia";"282 Ahumada - Providencia 2001, Providencia";"Offline";"Lifestyle";"47.778,500000"
"Octubre 2024";"Ahumada";"3436215";"13 - Metropolitana de Santiago";"Independencia";"686 Ahumada - Av. Independencia 565, Independencia";"Offline";"Lifestyle";"92.593,900000"
"Julio 2024";"Ahumada";"3411401";"13 - Metropolitana de Santiago";"Peñalolén";"524 Ahumada - Av. Sanchez Fontecilla 12000, Peñalolén";"Offline";"Lifestyle";"138.754,000000"
"Julio 2024";"Ahumada";"3436262";"13 - Metropolitana de Santiago";"Santiago";"708 Ahumada - Ahumada 125, Santiago";"Offline";"Lifestyle";"50.551,200000"
"Marzo 2024";"Ahumada";"3411541";"08 - Biobío";"Concepción";"527 Ahumada - Pasaje 2 #207, Concepción";"Offline";"Lifestyle";"189.805,000000"
"Marzo 2024";"Ahumada";"3411371";"08 - Biobío";"Concepción";"187 Ahumada - 21 de Mayo 3225, Concepción";"Offline";"Lifestyle";"243.878,600000"
"Abril 2024";"Ahumada";"3436260";"05 - Valparaíso";"La Calera";"684 Ahumada - Lautaro 78, La Calera";"Offline";"Lifestyle";"62.891,500000"
"Abril 2024";"Ahumada";"3436226";"05 - Valparaíso";"Concón";"695 Ahumada - Av. Concón Reñaca 3850, Concón";"Offline";"Lifestyle";"46.731,300000"
"Noviembre 2024";"Ahumada";"3411419";"13 - Metropolitana de Santiago";"Ñuñoa";"386 Ahumada - Av. Grecia 245, Ñuñoa";"Offline";"Lifestyle";"133.529,900000"
"Septiembre 2024";"Ahumada";"3411413";"13 - Metropolitana de Santiago";"Providencia";"033 Ahumada - Av. El Bosque 164, Providencia";"Offline";"Lifestyle";"69.519,800000"
"Agosto 2024";"Ahumada";"3411560";"13 - Metropolitana de Santiago";"Ñuñoa";"553 Ahumada - Salvador 1866, Ñuñoa";"Offline";"Lifestyle";"70.638,400000"
"Octubre 2024";"Ahumada";"3411531";"13 - Metropolitana de Santiago";"Las Condes";"024 Ahumada - Manquehue Sur 31, Las Condes";"Offline";"Lifestyle";"125.699,700000"
"Diciembre 2024";"Ahumada";"3411543";"08 - Biobío";"Concepción";"235 Ahumada - Pedro de Valdivia 1010, Concepción";"Offline";"Lifestyle";"261.538,200000"
"Octubre 2024";"Ahumada";"3411416";"09 - La Araucanía";"Temuco";"448 Ahumada - Av. Gabriela Mistral 02621, Temuco";"Offline";"Lifestyle";"61.582,500000"
"Julio 2024";"Ahumada";"3399721";"02 - Antofagasta";"Antofagasta";"123 Ahumada - Av. Argentina 1105, Antofagasta";"Offline";"Lifestyle";"270.546,500000"
"Mayo 2024";"Ahumada";"3411446";"13 - Metropolitana de Santiago";"Las Condes";"383 Ahumada - Av. Paul Harris 10287, Las Condes";"Offline";"Lifestyle";"107.100,000000"
"Agosto 2024";"Ahumada";"3411374";"13 - Metropolitana de Santiago";"La Cisterna";"546 Ahumada - Américo Vespucio 33, La Cisterna";"Offline";"Lifestyle";"50.551,200000"
"Abril 2024";"Ahumada";"3411511";"13 - Metropolitana de Santiago";"San Miguel";"482 Ahumada - Gran Avenida José Miguel Carrera 4293, San Miguel";"Offline";"Lifestyle";"53.050,200000"
"Enero 2024";"Ahumada";"3399609";"14 - Los Ríos";"La Unión";"312 Ahumada - Esmeralda 723, La Unión";"Offline";"Lifestyle";"691.507,810000"
"Noviembre 2024";"Ahumada";"3411377";"13 - Metropolitana de Santiago";"Providencia";"067 Ahumada - Av. 11 de Septiembre 1313, Providencia";"Offline";"Lifestyle";"165.374,300000"
"Diciembre 2024";"Ahumada";"3411367";"05 - Valparaíso";"Viña del Mar";"238 Ahumada - 1 Norte 2901, Viña del Mar";"Offline";"Lifestyle";"1.287.794,200000"
"Noviembre 2024";"Ahumada";"No Definido";"No Definido";"No Definido";"715 Ahumada - Sin Direccion (L715-Libertad 825)";"Offline";"Lifestyle";"50.087,100000"
"Mayo 2024";"Ahumada";"3411345";"05 - Valparaíso";"Quillota";"490 Ahumada - OHiggins 114-116, Quillota";"Offline";"Lifestyle";"392.402,500000"
"Julio 2024";"Ahumada";"3411500";"13 - Metropolitana de Santiago";"Peñalolén";"572 Ahumada - Consistorial 2100, Peñalolén";"Offline";"Lifestyle";"253.196,300000"
"Agosto 2024";"Ahumada";"3411456";"13 - Metropolitana de Santiago";"Providencia";"043 Ahumada - Av. Providencia 2499, Providencia";"Offline";"Lifestyle";"133.494,200000"
"Junio 2024";"Ahumada";"3411380";"09 - La Araucanía";"Temuco";"320 Ahumada - Av. Alemania 0671, Temuco";"Offline";"Lifestyle";"644.313,600000"
"Octubre 2024";"Ahumada";"3411449";"13 - Metropolitana de Santiago";"Ñuñoa";"098 Ahumada - Av. Pedro de Valdivia 2523, Ñuñoa";"Offline";"Lifestyle";"341.530,000000"
"Marzo 2024";"Ahumada";"3399586";"10 - Los Lagos";"Castro";"304 Ahumada - San Martin 324, Castro";"Offline";"Lifestyle";"994.149,800000"
"Octubre 2024";"Ahumada";"3399598";"13 - Metropolitana de Santiago";"Puente Alto";"076 Ahumada - Av. Concha y Toro 1149, Puente Alto";"Offline";"Lifestyle";"1.010.167,200000"
"Septiembre 2024";"Ahumada";"3399552";"03 - Atacama";"Vallenar";"132 Ahumada - Prat 1100, Vallenar";"Offline";"Lifestyle";"2.258.382,000000"
"Junio 2024";"Ahumada";"3411428";"13 - Metropolitana de Santiago";"Ñuñoa";"630 Ahumada - Av. José Pedro Alessandri 1166, Ñuñoa";"Offline";"Lifestyle";"86.120,300000"
"Abril 2024";"Ahumada";"3411370";"15 - Arica y Parinacota";"Arica";"357 Ahumada - 18 Septiembre 1402, Arica";"Offline";"Lifestyle";"334.509,000000"
"Diciembre 2024";"Ahumada";"3411353";"13 - Metropolitana de Santiago";"Pudahuel";"089 Ahumada - Ruta 68, Km 18.5, Pudahuel";"Offline";"Lifestyle";"618.264,500000"
"Mayo 2024";"Ahumada";"3402840";"07 - Maule";"Talca";"170 Ahumada - 1 Sur 1399, Talca";"Offline";"Lifestyle";"629.331,500000"
"Agosto 2024";"Ahumada";"3411518";"08 - Biobío";"Talcahuano";"605 Ahumada - Jorge Alessandri 3177, Talcahuano";"Offline";"Lifestyle";"405.230,700000"
"Agosto 2024";"Ahumada";"3399563";"07 - Maule";"Linares";"480 Ahumada - Calle Independencia 611, Linares";"Offline";"Lifestyle";"810.342,400000"
"Mayo 2024";"Ahumada";"3411509";"04 - Coquimbo";"La Serena";"439 Ahumada - Francisco de Aguirre 2, La Serena";"Offline";"Lifestyle";"580.862,800000"
"Septiembre 2024";"Ahumada";"3411575";"06 - Libertador General Bernardo OHiggins";"San Vicente de Tagua Tagua";"470 Ahumada - Calle German Riesco 698, San Vicente de Tagua Tagua";"Offline";"Lifestyle";"254.326,800000"
"Octubre 2024";"Ahumada";"3411455";"13 - Metropolitana de Santiago";"La Reina";"507 Ahumada - Av. Principe de Gales 8481, La Reina";"Offline";"Lifestyle";"305.627,700000"
"Octubre 2024";"Ahumada";"3399591";"11 - Aysén del General Carlos Ibañez del Campo";"Coyhaique";"330 Ahumada - Francisco Bilbao 303, Coyhaique";"Offline";"Lifestyle";"392.438,200000"
"Enero 2024";"Ahumada";"3411529";"13 - Metropolitana de Santiago";"Vitacura";"091 Ahumada - Luis Pasteur 5875, Vitacura";"Offline";"Lifestyle";"190.906,940000"
"Mayo 2024";"Ahumada";"3411575";"06 - Libertador General Bernardo OHiggins";"San Vicente de Tagua Tagua";"470 Ahumada - Calle German Riesco 698, San Vicente de Tagua Tagua";"Offline";"Lifestyle";"348.467,700000"
"Julio 2024";"Ahumada";"3399551";"02 - Antofagasta";"Calama";"435 Ahumada - Balmaceda 3242, Calama";"Offline";"Lifestyle";"559.383,300000"
"Mayo 2024";"Ahumada";"3399574";"09 - La Araucanía";"Victoria";"492 Ahumada - General Lagos 567, Victoria";"Offline";"Lifestyle";"1.060.313,800000"
"Mayo 2024";"Ahumada";"3399553";"03 - Atacama";"Copiapó";"621 Ahumada - Los Carrera S/N, Esq. El Inca, Copiapó";"Offline";"Lifestyle";"1.168.211,100000"
"Septiembre 2024";"Ahumada";"3402847";"13 - Metropolitana de Santiago";"Las Condes";"011 Ahumada - Kennedy 5413, Las Condes";"Offline";"Lifestyle";"452.354,700000"
"Diciembre 2024";"Ahumada";"3436219";"13 - Metropolitana de Santiago";"Santiago";"705 Ahumada - Bandera 187, Santiago";"Offline";"Lifestyle";"165.886,000000"
"Noviembre 2024";"Ahumada";"3411413";"13 - Metropolitana de Santiago";"Providencia";"033 Ahumada - Av. El Bosque 164, Providencia";"Offline";"Lifestyle";"117.786,200000"
"Abril 2024";"Ahumada";"3399550";"02 - Antofagasta";"Antofagasta";"124 Ahumada - Zenteno 21, Antofagasta";"Offline";"Lifestyle";"803.380,900000"
"Septiembre 2024";"Ahumada";"3411355";"04 - Coquimbo";"La Serena";"232 Ahumada - Alberto Solari 1400, La Serena";"Offline";"Lifestyle";"296.369,500000"
"Octubre 2024";"Ahumada";"3399568";"08 - Biobío";"San Pedro de la Paz";"280 Ahumada - Michimalonco 1120, San Pedro de la Paz";"Offline";"Lifestyle";"1.412.065,900000"
"Mayo 2024";"Ahumada";"3411550";"05 - Valparaíso";"Calera";"366 Ahumada - Prolongación Calle J.J. Perez 12010, Calera";"Offline";"Lifestyle";"170.431,800000"
"Noviembre 2024";"Ahumada";"3411520";"13 - Metropolitana de Santiago";"Buin";"644 Ahumada - Jose Manuel Balmaceda 124, Buin";"Offline";"Lifestyle";"121.796,500000"
"Noviembre 2024";"Ahumada";"3411412";"01 - Tarapacá";"Iquique";"359 Ahumada - Av. Dos Lote 8, Iquique";"Offline";"Lifestyle";"99.995,700000"
"Abril 2024";"Ahumada";"3399558";"05 - Valparaíso";"Viña del Mar";"145 Ahumada - Libertad 335, Viña del Mar";"Offline";"Lifestyle";"579.744,200000"
"Junio 2024";"Ahumada";"3411356";"08 - Biobío";"Concepción";"289 Ahumada - Barros Arana 501, Concepción";"Offline";"Lifestyle";"554.659,000000"
"Noviembre 2024";"Ahumada";"3399577";"09 - La Araucanía";"Temuco";"604 Ahumada - Barros Arana 308, Temuco";"Offline";"Lifestyle";"531.394,500000"
"Enero 2024";"Ahumada";"3399556";"05 - Valparaíso";"Quintero";"625 Ahumada - Estrella de Chile 191, Quintero";"Offline";"Lifestyle";"1.032.404,730000"
"Septiembre 2024";"Ahumada";"3411549";"13 - Metropolitana de Santiago";"San Bernardo";"037 Ahumada - Prat 589, San Bernardo";"Offline";"Lifestyle";"126.842,100000"
"Febrero 2024";"Ahumada";"3399556";"05 - Valparaíso";"Quintero";"625 Ahumada - Estrella de Chile 191, Quintero";"Offline";"Lifestyle";"1.030.447,180000"
"Febrero 2024";"Ahumada";"3411548";"13 - Metropolitana de Santiago";"San Bernardo";"593 Ahumada - Portales 3896, San Bernardo";"Offline";"Lifestyle";"285.016,900000"
"Febrero 2024";"Ahumada";"3411451";"08 - Biobío";"Concepción";"643 Ahumada - Av. Pedro de Valdivia 904, Concepción";"Offline";"Lifestyle";"140.843,640000"
"Febrero 2024";"Ahumada";"3411411";"13 - Metropolitana de Santiago";"Renca";"378 Ahumada - Av. Domingo Sta. Maria 4120, Renca";"Offline";"Lifestyle";"150.543,330000"
"Febrero 2024";"Ahumada";"3411508";"10 - Los Lagos";"Osorno";"447 Ahumada - Errazuriz 1358, Osorno";"Offline";"Lifestyle";"290.187,450000"
"Febrero 2024";"Ahumada";"3411473";"13 - Metropolitana de Santiago";"Vitacura";"351 Ahumada - Av. Vitacura 6345, Vitacura";"Offline";"Lifestyle";"246.144,360000"
"Febrero 2024";"Ahumada";"3411442";"13 - Metropolitana de Santiago";"Puente Alto";"427 Ahumada - Av. Los Toros 05441, Puente Alto";"Offline";"Lifestyle";"72.597,140000"
"Febrero 2024";"Ahumada";"3411566";"01 - Tarapacá";"Iquique";"267 Ahumada - Tarapacá 599, Iquique";"Offline";"Lifestyle";"179.390,120000"
"Febrero 2024";"Ahumada";"3411456";"13 - Metropolitana de Santiago";"Providencia";"043 Ahumada - Av. Providencia 2499, Providencia";"Offline";"Lifestyle";"47.597,620000"
"Diciembre 2024";"Ahumada";"3411345";"05 - Valparaíso";"Quillota";"490 Ahumada - OHiggins 114-116, Quillota";"Offline";"Lifestyle";"1.689.585,800000"
"Marzo 2024";"Ahumada";"3402829";"16 - Ñuble";"Chillán";"313 Ahumada - Carretera Longuitudinal 134, Chillán";"Offline";"Lifestyle";"1.068.798,500000"
"Diciembre 2024";"Ahumada";"3399564";"07 - Maule";"Talca";"611 Ahumada - Av. Circunvalación Oriente 1055, Talca";"Offline";"Lifestyle";"2.218.088,600000"
"Diciembre 2024";"Ahumada";"3399604";"13 - Metropolitana de Santiago";"Las Condes";"058 Ahumada - Av. Cristobal Colón 5090, Las Condes";"Offline";"Lifestyle";"1.491.653,100000"
"Mayo 2024";"Ahumada";"3411360";"10 - Los Lagos";"Osorno";"555 Ahumada - Guillermo Buhler 1799, Osorno";"Offline";"Lifestyle";"367.341,100000"
"Marzo 2024";"Ahumada";"3411568";"01 - Tarapacá";"Iquique";"647 Ahumada - Teresa Wilms Montt 2263, Iquique";"Offline";"Lifestyle";"166.254,900000"
"Enero 2024";"Ahumada";"3411442";"13 - Metropolitana de Santiago";"Puente Alto";"427 Ahumada - Av. Los Toros 05441, Puente Alto";"Offline";"Lifestyle";"123.084,080000"
"Mayo 2024";"Ahumada";"3402841";"13 - Metropolitana de Santiago";"San Miguel";"288 Ahumada - Av. Jose Miguel Carrera 5919, San Miguel";"Offline";"Lifestyle";"637.328,300000"
"Abril 2024";"Ahumada";"3399595";"13 - Metropolitana de Santiago";"Maipú";"348 Ahumada - Alfredo Silva Carvallo 1415, Maipú";"Offline";"Lifestyle";"907.351,200000"
"Enero 2024";"Ahumada";"3411431";"13 - Metropolitana de Santiago";"Lo Barnechea";"285 Ahumada - Av. La Dehesa 457, Lo Barnechea";"Offline";"Lifestyle";"299.344,500000"
"Marzo 2024";"Ahumada";"3399587";"10 - Los Lagos";"Puerto Montt";"654 Ahumada - Av. Presidente Ibáñez 1433, Puerto Montt";"Offline";"Lifestyle";"920.774,400000"
"Diciembre 2024";"Ahumada";"3399569";"08 - Biobío";"Hualpén";"191 Ahumada - Av. Colón 8961, Hualpén";"Offline";"Lifestyle";"2.628.733,800000"
"Noviembre 2024";"Ahumada";"3399610";"14 - Los Ríos";"Valdivia";"444 Ahumada - Bueras 1400, Valdivia";"Offline";"Lifestyle";"1.167.556,600000"
"Julio 2024";"Ahumada";"3399578";"10 - Los Lagos";"Puerto Montt";"443 Ahumada - Av. Parque Industrial 400, Puerto Montt";"Offline";"Lifestyle";"1.259.936,300000"
"Enero 2024";"Ahumada";"3399610";"14 - Los Ríos";"Valdivia";"444 Ahumada - Bueras 1400, Valdivia";"Offline";"Lifestyle";"690.304,720000"
"Mayo 2024";"Ahumada";"3399548";"02 - Antofagasta";"Calama";"120 Ahumada - Latorre 1979, Calama";"Offline";"Lifestyle";"1.004.657,500000"
"Julio 2024";"Ahumada";"3411351";"13 - Metropolitana de Santiago";"Macul";"374 Ahumada - Av. Vicuña Mackenna 4102, Macul";"Offline";"Lifestyle";"396.817,400000"
"Enero 2024";"Ahumada";"3411473";"13 - Metropolitana de Santiago";"Vitacura";"351 Ahumada - Av. Vitacura 6345, Vitacura";"Offline";"Lifestyle";"169.242,990000"
"Noviembre 2024";"Ahumada";"3411473";"13 - Metropolitana de Santiago";"Vitacura";"351 Ahumada - Av. Vitacura 6345, Vitacura";"Offline";"Lifestyle";"362.212,200000"
"Octubre 2024";"Ahumada";"3399596";"13 - Metropolitana de Santiago";"San Miguel";"336 Ahumada - Gran Avenida 5001, San Miguel";"Offline";"Lifestyle";"765.408,000000"
"Marzo 2024";"Ahumada";"3411476";"04 - Coquimbo";"La Serena";"137 Ahumada - Balmaceda 3463, La Serena";"Offline";"Lifestyle";"539.569,800000"
"Junio 2024";"Ahumada";"3399603";"13 - Metropolitana de Santiago";"San Miguel";"393 Ahumada - Gran Avenida 6150, San Miguel";"Offline";"Lifestyle";"964.923,400000"
"Diciembre 2024";"Ahumada";"3399606";"13 - Metropolitana de Santiago";"La Florida";"201 Ahumada - Av. Vicuña Mackenna 9521, La Florida";"Offline";"Lifestyle";"1.492.117,200000"
