Fechas;Cadena;Código SAP POS;Región;Comuna;Local;Online/Offline;División;Valores PVP c/IVA
Junio 2025;Maicao;3394294;04 - Coquimbo;Ovalle;245 Maicao - Vicuña Mackenna 01, Ovalle;Offline;Lifestyle;2885599,251
Junio 2025;Maicao;3399250;13 - Metropolitana de Santiago;Santiago;230 Maicao - Huérfanos 1157, Santiago;Offline;Lifestyle;671479,0628
Junio 2025;Maicao;3436437;13 - Metropolitana de Santiago;Melipilla;479 Maicao - Av. Ortuzar 601, Melipilla;Offline;Lifestyle;1316881,037
Junio 2025;Preunic;3394517;13 - Metropolitana de Santiago;Santiago;007 Preunic - Ahumada 141, Santiago;Offline;Lifestyle;2161487,44
Junio 2025;Preunic;3394346;16 - Ñuble;San Carlos;067 Preunic - Serrano 533, San Carlos;Offline;Lifestyle;6577419,17
Junio 2025;Preunic;3394284;13 - Metropolitana de Santiago;La Florida;017 Preunic - Av. Vicuña Mackenna Oriente 7110, La Florida;Offline;Lifestyle;6891826,69
Junio 2025;Preunic;3399531;13 - Metropolitana de Santiago;Talagante;082 Preunic - Av. Bernardo OHiggins 1019, Talagante;Offline;Lifestyle;4278158,29
Junio 2025;Preunic;3394521;13 - Metropolitana de Santiago;Estación Central;021 Preunic - Alameda 3170, Estación Central;Offline;Lifestyle;2809700,67
Junio 2025;Maicao;3399088;07 - Maule;Cauquenes;222 Maicao - Victoria 510, Cauquenes;Offline;Lifestyle;5930003,097
Junio 2025;Maicao;3436331;13 - Metropolitana de Santiago;Santiago;462 Maicao - Puente 602 (Puente 2);Offline;Lifestyle;831619,0764
Junio 2025;Maicao;3402828;05 - Valparaíso;Viña del Mar;458 Maicao - Calle Valparaíso # 473-477, locales 1-2;Offline;Lifestyle;1032759,088
Junio 2025;Maicao;3399223;13 - Metropolitana de Santiago;Maipú;006 Maicao - Monumento 1868, Maipú;Offline;Lifestyle;1517373,153
Junio 2025;Maicao;3399263;13 - Metropolitana de Santiago;Peñalolén;274 Maicao - Mar Tirreno 3349, Peñalolén;Offline;Lifestyle;675371,0411
Junio 2025;Maicao;3399028;05 - Valparaíso;La Ligua;223 Maicao - Ortiz de Rosas 406, La Ligua;Offline;Lifestyle;3043578,034
Junio 2025;Maicao;3394391;05 - Valparaíso;Valparaíso;060 Maicao - Av. Pedro Montt 1818, Valparaíso;Offline;Lifestyle;1671172,061
Junio 2025;Maicao;3399122;08 - Biobío;Coronel;285 Maicao - Av. Carlos Pratt González, Esq. Yobilo, Coronel;Offline;Lifestyle;3878692,164
Junio 2025;Maicao;3399237;13 - Metropolitana de Santiago;Providencia;221 Maicao - Providencia 1936, Providencia;Offline;Lifestyle;786110,0611
Junio 2025;Preunic;3394514;13 - Metropolitana de Santiago;Santiago;001 Preunic - Alameda 877, Santiago;Offline;Lifestyle;2244260,27
Junio 2025;Preunic;3394351;07 - Maule;Linares;106 Preunic - Independencia 470, Linares;Offline;Lifestyle;3005863,84
Junio 2025;Preunic;3399537;13 - Metropolitana de Santiago;La Reina;092 Preunic - Larrain 5862, La Reina;Offline;Lifestyle;2568089,02
Junio 2025;Preunic;3394359;04 - Coquimbo;La Serena;084 Preunic - Calle Cordovez 529-533, La Serena;Offline;Lifestyle;2114600,25
Junio 2025;Preunic;3399347;06 - Libertador General Bernardo OHiggins;Santa Cruz;107 Preunic - Rafael Casanova 113-117, Santa Cruz;Offline;Lifestyle;9133047,7
Junio 2025;Preunic;3394344;07 - Maule;Curicó;043 Preunic - Peña 737, Curicó;Offline;Lifestyle;1670523,19
Junio 2025;Preunic;3394320;05 - Valparaíso;Quilpué;056 Preunic - Av. Ramón Freire 2414, Quilpué;Offline;Lifestyle;4310870,2
Junio 2025;Preunic;3394350;09 - La Araucanía;Villarrica;093 Preunic - Camilo Henríquez 537, Villarrica;Offline;Lifestyle;2885293,04
Junio 2025;Preunic;3394311;05 - Valparaíso;San Antonio;004 Preunic - Av. Centenario 144, San Antonio;Offline;Lifestyle;3650727,22
Junio 2025;Preunic;3399528;10 - Los Lagos;Puerto Montt;027 Preunic - Illapel 10, Puerto Montt;Offline;Lifestyle;2317767,76
Junio 2025;Preunic;3394353;14 - Los Ríos;Valdivia;110 Preunic - Arauco 561, Valdivia;Offline;Lifestyle;3236057,44
Junio 2025;Preunic;3394419;13 - Metropolitana de Santiago;Providencia;005 Preunic - Providencia 2212, Providencia;Offline;Lifestyle;927395,56
Junio 2025;Preunic;3399546;13 - Metropolitana de Santiago;Las Condes;098 Preunic - Padre Hurtado Sur 875, Las Condes;Offline;Lifestyle;952634,27
Junio 2025;Maicao;3436209;04 - Coquimbo;Vicuña;467 Maicao - Gabriela Mistral 435, Vicuña;Offline;Lifestyle;1767747,999
Junio 2025;Maicao;3394426;13 - Metropolitana de Santiago;San Bernardo;267 Maicao - Eyzaguirre 509, San Bernardo;Offline;Lifestyle;2148497,21
Junio 2025;Maicao;3394494;13 - Metropolitana de Santiago;Ñuñoa;044 Maicao - Av. Matta 060, Ñuñoa;Offline;Lifestyle;1131447,954
Junio 2025;Maicao;3399063;06 - Libertador General Bernardo OHiggins;Santa Cruz;012 Maicao - Rafael Cassanova 388, Santa Cruz;Offline;Lifestyle;2394116,006
Junio 2025;Maicao;3394388;05 - Valparaíso;San Felipe;023 Maicao - Prat 219, San Felipe;Offline;Lifestyle;2477302,183
Junio 2025;Maicao;3436330;13 - Metropolitana de Santiago;Independencia;472 Maicao - Independencia 801, local 2, Independencia;Offline;Lifestyle;405062,9933
Junio 2025;Maicao;3436327;05 - Valparaíso;Los Andes;475 Maicao - Maipú 241, Los Andes;Offline;Lifestyle;1691001,103
Junio 2025;Preunic;3394352;08 - Biobío;Coronel;109 Preunic - Carlos Pratt González 913, Coronel;Offline;Lifestyle;5969931,31
Junio 2025;Preunic;3394317;05 - Valparaíso;Valparaíso;037 Preunic - Av. Independencia 1728, Valparaíso;Offline;Lifestyle;2378732,65
Junio 2025;Preunic;3394288;13 - Metropolitana de Santiago;La Florida;059 Preunic - Av. Vicuña Mackenna 6100, La Florida;Offline;Lifestyle;1406255,13
Junio 2025;Preunic;3394287;13 - Metropolitana de Santiago;La Cisterna;031 Preunic - Av. Américo Vespucio 33, La Cisterna;Offline;Lifestyle;2842566,09
Junio 2025;Preunic;No Definido;04 - Coquimbo;Illapel;144 Preunic - Constitución esq Ignacio Silva, Illapel;Offline;Lifestyle;1019784,007
Junio 2025;Preunic;3410734;02 - Antofagasta;Antofagasta;130 Preunic - Av. Angamos 745, Antofagasta;Offline;Lifestyle;3064508,23
Junio 2025;Preunic;No Definido;12 - Magallanes y de la Antártica Chilena;Punta Arenas;148 Preunic - Av Edo Frei Montalba N 01110 Local 02, Punta Arenas;Offline;Lifestyle;1019784,007
Junio 2025;Preunic;3394421;13 - Metropolitana de Santiago;Las Condes;044 Preunic - Encomenderos 54, Las Condes;Offline;Lifestyle;2256840,95
Junio 2025;Preunic;3436407;13 - Metropolitana de Santiago;La Florida;145 Preunic - Avenida Vicuña Mackenna 7110, La Florida;Offline;Lifestyle;1232221,2
Junio 2025;Preunic;3399544;13 - Metropolitana de Santiago;Las Condes;038 Preunic - Av. Manquehue Sur 31, Las Condes;Offline;Lifestyle;1564851,19
Junio 2025;Preunic;3399534;13 - Metropolitana de Santiago;Recoleta;050 Preunic - Santa Filomena 499, Recoleta;Offline;Lifestyle;1131174,73
Junio 2025;Maicao;3399065;06 - Libertador General Bernardo OHiggins;Santa Cruz;040 Maicao - Rafael Cassanova 239, Santa Cruz;Offline;Lifestyle;2302331,032
Junio 2025;Maicao;3394292;03 - Atacama;Copiapó;089 Maicao - OHiggins 539, Copiapó;Offline;Lifestyle;3025464,259
Junio 2025;Maicao;3394392;05 - Valparaíso;Valparaíso;070 Maicao - Condell 1212, Valparaíso;Offline;Lifestyle;1270754,947
Junio 2025;Maicao;3394290;04 - Coquimbo;Coquimbo;048 Maicao - Aldunate 1237, Coquimbo;Offline;Lifestyle;1016486,112
Junio 2025;Maicao;3399340;16 - Ñuble;Chillán;224 Maicao - Cinco de Abril 740, Chillán;Offline;Lifestyle;2785460,156
Junio 2025;Maicao;3399089;07 - Maule;Linares;082 Maicao - Independencia 615, Linares;Offline;Lifestyle;3541421,948
Junio 2025;Maicao;3399156;09 - La Araucanía;Angol;287 Maicao - Lautaro 38, Angol;Offline;Lifestyle;3519257,186
Junio 2025;Maicao;3399238;13 - Metropolitana de Santiago;Las Condes;072 Maicao - Av. Apoquindo 4400, Las Condes;Offline;Lifestyle;1680133,011
Junio 2025;Maicao;3399066;06 - Libertador General Bernardo OHiggins;Rengo;226 Maicao - Arturo Pratt 74A-74B, Rengo;Offline;Lifestyle;3056547,011
Junio 2025;Maicao;3399208;11 - Aysén del General Carlos Ibañez del Campo;Coyhaique;076 Maicao - Av. Bilbao 280, Coyhaique;Offline;Lifestyle;3524526,125
Junio 2025;Maicao;3399033;05 - Valparaíso;Calera;038 Maicao - José Joaquín Pérez 236, Calera;Offline;Lifestyle;1714915,105
Junio 2025;Maicao;3399226;13 - Metropolitana de Santiago;El Bosque;275 Maicao - Av. José Miguel Carrera 10375, El Bosque;Offline;Lifestyle;2183570,044
Junio 2025;Maicao;3399260;13 - Metropolitana de Santiago;Estación Central;429 Maicao - Av. Libertador Bernardo OHiggins 3110, Estación Central;Offline;Lifestyle;934991,0563
Junio 2025;Maicao;3399242;13 - Metropolitana de Santiago;Santiago;428 Maicao - Bandera 302, Santiago;Offline;Lifestyle;672871,0415
Junio 2025;Preunic;3394362;04 - Coquimbo;Ovalle;096 Preunic - Prolongación Benavente 1075, Ovalle;Offline;Lifestyle;1815741,27
Junio 2025;Preunic;3394363;04 - Coquimbo;Coquimbo;108 Preunic - Baquedano 86, Coquimbo;Offline;Lifestyle;1392521,34
Junio 2025;Preunic;3394347;16 - Ñuble;Chillán;069 Preunic - 5 de Abril #735, Chillán;Offline;Lifestyle;3930091,62
Junio 2025;Preunic;3394322;05 - Valparaíso;Los Andes;071 Preunic - Esmeralda 273, Los Andes;Offline;Lifestyle;4075569,12
Junio 2025;Preunic;3410736;01 - Tarapacá;Iquique;132 Preunic - Av. Héroes de La Concepción 2555, Iquique;Offline;Lifestyle;3338091,61
Junio 2025;Preunic;3436324;10 - Los Lagos;Castro;138 Preunic - San Martín 547, Castro;Offline;Lifestyle;2499155,89
Junio 2025;Preunic;3394488;13 - Metropolitana de Santiago;San Bernardo;049 Preunic - Av. Jorge Alessandri 20040, San Bernardo;Offline;Lifestyle;2945514,18
Junio 2025;Maicao;3399069;06 - Libertador General Bernardo OHiggins;Rancagua;272 Maicao - Paseo Independencia 683, Rancagua;Offline;Lifestyle;2341955,141
Junio 2025;Maicao;3399121;08 - Biobío;Cañete;209 Maicao - Saavedra 603, Cañete;Offline;Lifestyle;6379269,89
Junio 2025;Maicao;3399097;07 - Maule;Talca;264 Maicao - Uno Sur 1371, Talca;Offline;Lifestyle;2264742,122
Junio 2025;Maicao;3394424;13 - Metropolitana de Santiago;La Florida;068 Maicao - Av. Vicuña Mackenna Oriente 7110, La Florida;Offline;Lifestyle;2466948,124
Junio 2025;Maicao;3399095;07 - Maule;Curicó;009 Maicao - Peña 749, Curicó;Offline;Lifestyle;3293185,151
Junio 2025;Maicao;3399249;13 - Metropolitana de Santiago;Santiago;279 Maicao - Av. Bernardo OHiggins 1041, Santiago;Offline;Lifestyle;1324669,063
Junio 2025;Maicao;3399230;13 - Metropolitana de Santiago;Independencia;441 Maicao - Av. Independencia 565, Independencia;Offline;Lifestyle;1519630,964
Junio 2025;Maicao;3399232;13 - Metropolitana de Santiago;Recoleta;436 Maicao - Dorsal 605, Recoleta;Offline;Lifestyle;1879413,053
Junio 2025;Maicao;3399025;05 - Valparaíso;Los Andes;036 Maicao - Esmeralda 211, Los Andes;Offline;Lifestyle;1956759,067
Junio 2025;Maicao;3436379;02 - Antofagasta;Calama;476 Maicao - Latorre 1987, Calama;Offline;Lifestyle;1168060,053
Junio 2025;Preunic;3399526;10 - Los Lagos;Osorno;083 Preunic - Eleuterio Ramírez 1027, Osorno;Offline;Lifestyle;2253342,35
Junio 2025;Preunic;3394341;08 - Biobío;Los Ángeles;032 Preunic - Colón 476, Los Ángeles;Offline;Lifestyle;9599825,2
Junio 2025;Preunic;3394343;08 - Biobío;Concepción;034 Preunic - Aníbal Pinto 627, Concepción;Offline;Lifestyle;2326578,52
Junio 2025;Preunic;3394286;13 - Metropolitana de Santiago;Puente Alto;030 Preunic - Av. Camilo Henriquez 3692, Puente Alto;Offline;Lifestyle;7236886,23
Junio 2025;Preunic;3394357;03 - Atacama;Vallenar;068 Preunic - Arturo Prat 1099, Vallenar;Offline;Lifestyle;3433479,63
Junio 2025;Preunic;3399521;06 - Libertador General Bernardo OHiggins;Rancagua;091 Preunic - Teniente Coronel José Bernardo Cuevas 405, Rancagua;Offline;Lifestyle;1834499,24
Junio 2025;Preunic;3399524;08 - Biobío;Tomé;090 Preunic - Manuel Montt 1158, Tomé;Offline;Lifestyle;3019546,46
Junio 2025;Maicao;3394291;03 - Atacama;Vallenar;084 Maicao - Arturo Prat 1035, Vallenar;Offline;Lifestyle;3072535,173
Junio 2025;Maicao;3399236;13 - Metropolitana de Santiago;Maipú;422 Maicao - Av. Américo Vespucio 399, Maipú;Offline;Lifestyle;1760522,152
Junio 2025;Maicao;3399094;07 - Maule;Constitución;083 Maicao - Freire 664, Constitución;Offline;Lifestyle;3120534,144
Junio 2025;Maicao;3399068;06 - Libertador General Bernardo OHiggins;San Vicente de Tagua Tagua;225 Maicao - German Riesco 901, San Vicente de Tagua Tagua;Offline;Lifestyle;1894228,053
Junio 2025;Maicao;3399178;10 - Los Lagos;Quellón;277 Maicao - Juan Ladrilleros 408, Quellón;Offline;Lifestyle;3352018,109
Junio 2025;Maicao;3399683;02 - Antofagasta;Tocopilla;220 Maicao - 21 de Mayo #1705, Tocopilla;Offline;Lifestyle;1259585,024
Junio 2025;Maicao;3399070;06 - Libertador General Bernardo OHiggins;Rancagua;246 Maicao - Santa María 387-B, Rancagua;Offline;Lifestyle;1385514,037
Junio 2025;Maicao;3399100;07 - Maule;Talca;247 Maicao - 1 Sur # 1152, Talca;Offline;Lifestyle;1015223,046
Junio 2025;Preunic;3394307;09 - La Araucanía;Temuco;015 Preunic - Bulnes 536, Temuco;Offline;Lifestyle;6209959,07
Junio 2025;Preunic;3394519;13 - Metropolitana de Santiago;Maipú;016 Preunic - Av. Américo Vespucio 1501, Maipú;Offline;Lifestyle;3089543,45
Junio 2025;Preunic;3394345;07 - Maule;Constitución;066 Preunic - Freire 586, Constitución;Offline;Lifestyle;5010060,65
Junio 2025;Preunic;3399525;08 - Biobío;Concepción;077 Preunic - Barros Arana 1608, Concepción;Offline;Lifestyle;3931046,0
Junio 2025;Preunic;3394331;15 - Arica y Parinacota;Arica;063 Preunic - 21 de Mayo 237, Arica;Offline;Lifestyle;1069191,2
Junio 2025;Preunic;3394529;13 - Metropolitana de Santiago;Maipú;041 Preunic - Av. 5 de Abril 177, Maipú;Offline;Lifestyle;2174935,63
Junio 2025;Preunic;3410733;05 - Valparaíso;Quilpué;129 Preunic - Diego Portales 822, Quilpué;Offline;Lifestyle;2324203,28
Junio 2025;Preunic;3394489;13 - Metropolitana de Santiago;Ñuñoa;062 Preunic - Av. Irarrázaval 2626, Ñuñoa;Offline;Lifestyle;1396000,9
Junio 2025;Preunic;3394308;16 - Ñuble;Chillán;022 Preunic - El Roble 638, Chillán;Offline;Lifestyle;5851250,23
Junio 2025;Preunic;3394516;13 - Metropolitana de Santiago;Santiago;003 Preunic - Puente 670, Santiago;Offline;Lifestyle;3540047,7
Junio 2025;Preunic;3399538;13 - Metropolitana de Santiago;Quilicura;087 Preunic - OHiggins 581, Quilicura;Offline;Lifestyle;6454338,66
Junio 2025;Preunic;3394531;13 - Metropolitana de Santiago;Santiago;073 Preunic - Huérfanos 1039, Santiago;Offline;Lifestyle;994529,41
Junio 2025;Maicao;3399024;05 - Valparaíso;San Felipe;204 Maicao - Arturo Prat 931, San Felipe;Offline;Lifestyle;2557501,233
Junio 2025;Maicao;3394492;13 - Metropolitana de Santiago;Puente Alto;007 Maicao - Concha y Toro 114, Puente Alto;Offline;Lifestyle;1652715,126
Junio 2025;Maicao;3399031;05 - Valparaíso;Quilpué;278 Maicao - Claudio Vicuña 868, Quilpué;Offline;Lifestyle;2275299,219
Junio 2025;Maicao;3399234;13 - Metropolitana de Santiago;Estación Central;406 Maicao - Av. San Alberto Hurtado 60, Estación Central;Offline;Lifestyle;1446958,997
Junio 2025;Maicao;3399247;13 - Metropolitana de Santiago;Ñuñoa;236 Maicao - Av. José Pedro Alessandri 1166, Ñuñoa;Offline;Lifestyle;1822717,098
Junio 2025;Maicao;3399231;13 - Metropolitana de Santiago;La Cisterna;434 Maicao - Carvajal 34, La Cisterna;Offline;Lifestyle;1606453,162
Junio 2025;Maicao;3399023;05 - Valparaíso;Quillota;020 Maicao - Arturo Prat 172, Quillota;Offline;Lifestyle;2343107,132
Junio 2025;Maicao;3410742;08 - Biobío;Lota;463 Maicao - Caupolicán # 201;Offline;Lifestyle;2099313,141
